  4.0000  1.36269605E-02 -1.37836730E-02  3.86420751E-02  3.32609205E-04  5.82928095E-03 -1.22828192E-02  1.35848830E-04 -6.96883703E-04  6.26054010E-04 -9.32413620E-04
  4.2000  1.01810521E-02 -1.05529851E-02  3.01691486E-02  2.71988433E-04  4.28894720E-03 -9.77200406E-03  6.74112064E-05 -6.05955996E-04  5.01299472E-04 -7.23968954E-04
  4.4000  7.50139058E-03 -8.21731400E-03  2.34480367E-02  2.18455139E-04  3.19204726E-03 -7.91985482E-03  2.98741738E-05 -5.13896470E-04  4.03491772E-04 -5.69703091E-04
  4.6000  5.44319383E-03 -6.52658078E-03  1.81451499E-02  1.67332296E-04  2.40428705E-03 -6.50222231E-03  1.02499115E-05 -4.26443674E-04  3.17067920E-04 -4.52432025E-04
  4.8000  3.88108582E-03 -5.28840286E-03  1.39831838E-02  1.18858310E-04  1.83368392E-03 -5.38814519E-03  6.61287547E-07 -3.48793612E-04  2.40736578E-04 -3.61640457E-04
  5.0000  2.70973317E-03 -4.36188014E-03  1.07329884E-02  7.48968411E-05  1.41677812E-03 -4.49602870E-03 -3.55611558E-06 -2.83585286E-04  1.76924487E-04 -2.90470671E-04
  5.2000  1.84246804E-03 -3.64857728E-03  8.20653681E-03  3.72479816E-05  1.10943607E-03 -3.77202196E-03 -5.07417873E-06 -2.30927376E-04  1.27352954E-04 -2.34203884E-04
  5.4000  1.20909785E-03 -3.08272450E-03  6.25081083E-03  6.95287333E-06  8.80685350E-04 -3.17874239E-03 -5.35569030E-06 -1.89253712E-04  9.17804478E-05 -1.89451145E-04
  5.6000  7.53528836E-04 -2.62198838E-03  4.74242479E-03 -1.58303843E-05  7.08583912E-04 -2.68910717E-03 -5.15040981E-06 -1.56295934E-04  6.82394882E-05 -1.53698573E-04
  5.8000  4.31493808E-04 -2.23967995E-03  3.58283962E-03 -3.16657056E-05  5.77464386E-04 -2.28280543E-03 -4.80269310E-06 -1.29818966E-04  5.38212101E-05 -1.25037409E-04
  6.0000  2.08494474E-04 -1.91881694E-03  2.69407873E-03 -4.15759577E-05  4.76096511E-04 -1.94419026E-03 -4.43901677E-06 -1.08018198E-04  4.54834534E-05 -1.01994662E-04
