  7.6000 -7.42654264E-05 -1.33435014E-03  1.45517322E-03 -5.90161504E-05  3.10102294E-04 -1.30267458E-03 -2.78815837E-06 -3.41864495E-05  3.97951555E-05 -4.75217345E-05
  7.8000 -1.04225810E-04 -1.18684393E-03  1.11607842E-03 -5.42742336E-05  2.65915114E-04 -1.14148299E-03 -2.34692747E-06 -3.07615102E-05  3.54429090E-05 -4.21490027E-05
  8.0000 -1.21634858E-04 -1.05801341E-03  8.48596838E-04 -4.91229937E-05  2.29127385E-04 -1.00304270E-03 -1.93507699E-06 -2.81696709E-05  3.17434384E-05 -3.74465332E-05
  8.2000 -1.30155193E-04 -9.44938391E-04  6.38750499E-04 -4.39950867E-05  1.98416520E-04 -8.83859581E-04 -1.57392730E-06 -2.61653741E-05  2.85683620E-05 -3.33262585E-05
  8.4000 -1.32495736E-04 -8.45245178E-04  4.75078675E-04 -3.91597112E-05  1.72705064E-04 -7.81004388E-04 -1.27311749E-06 -2.45535940E-05  2.58167940E-05 -2.97119184E-05
  8.6000 -1.30641075E-04 -7.57005649E-04  3.48228276E-04 -3.47623223E-05  1.51110371E-04 -6.92019630E-04 -1.03365296E-06 -2.31886946E-05  2.34097100E-05 -2.65374584E-05
  8.8000 -1.26031839E-04 -6.78647997E-04  2.50603838E-04 -3.08615559E-05  1.32907746E-04 -6.14841448E-04 -8.50866534E-07 -2.19681133E-05  2.12853325E-05 -2.37456653E-05
  9.0000 -1.19703884E-04 -6.08881591E-04  1.76067715E-04 -2.74596936E-05  1.17502078E-04 -5.47734341E-04 -7.16944265E-07 -2.08240215E-05  1.93953914E-05 -2.12869898E-05
  9.2000 -1.12394115E-04 -5.46636148E-04  1.19684087E-04 -2.45257266E-05  1.04405123E-04 -4.89236749E-04 -6.22845144E-07 -1.97149518E-05  1.77021248E-05 -1.91185246E-05
  9.4000 -1.04620026E-04 -4.91013954E-04  7.75017832E-05 -2.20116250E-05  9.32168420E-05 -4.38115777E-04 -5.59605866E-07 -1.86184245E-05  1.61758959E-05 -1.72031144E-05
  9.6000 -9.67389958E-05 -4.41253115E-04  4.63715561E-05 -1.98630808E-05  8.36098797E-05 -3.93329555E-04 -5.19119974E-07 -1.75249531E-05  1.47933163E-05 -1.55085808E-05
  9.8000 -8.89922054E-05 -3.96699658E-04  2.37936479E-05 -1.80261065E-05  7.53165932E-05 -3.53995964E-04 -4.94518417E-07 -1.64334394E-05  1.35357814E-05 -1.40070485E-05
 10.0000 -8.15370284E-05 -3.56786477E-04  7.79169443E-06 -1.64507209E-05  6.81182417E-05 -3.19366656E-04 -4.80277020E-07 -1.53477899E-05  1.23883369E-05 -1.26743600E-05
 10.2000 -7.44708257E-05 -3.21017450E-04 -3.19079598E-06 -1.50926983E-05  6.18360096E-05 -2.88805464E-04 -4.72155507E-07 -1.42745261E-05  1.13388099E-05 -1.14895677E-05
 10.4000 -6.78483778E-05 -2.88955387E-04 -1.03748522E-05 -1.39141038E-05  5.63235930E-05 -2.61770449E-04 -4.67046155E-07 -1.32211629E-05  1.03771464E-05 -1.04344954E-05
 10.6000 -6.16946173E-05 -2.60212797E-04 -1.47144595E-05 -1.28831202E-05  5.14611103E-05 -2.37798948E-04 -4.62785499E-07 -1.21951591E-05  9.49491134E-06 -9.49335796E-06
 10.8000 -5.60138987E-05 -2.34444701E-04 -1.69517340E-05 -1.19735006E-05  4.71501247E-05 -2.16495127E-04 -4.57962517E-07 -1.12032819E-05  8.68491324E-06 -8.65243482E-06
 11.0000 -5.07967203E-05 -2.11342952E-04 -1.76612198E-05 -1.11638615E-05  4.33095921E-05 -1.97519588E-04 -4.51742187E-07 -1.02512598E-05  7.94092374E-06 -7.89978726E-06
 11.2000 -4.60245735E-05 -1.90631653E-04 -1.72853202E-05 -1.04369424E-05  3.98725753E-05 -1.80580688E-04 -4.43713374E-07 -9.34363524E-06  7.25746936E-06 -7.22501566E-06
 11.4000 -4.16734178E-05 -1.72063387E-04 -1.61625428E-05 -9.77890428E-06  3.67835843E-05 -1.65427272E-04 -4.33763745E-07 -8.48374619E-06  6.62967723E-06 -6.61905035E-06
 11.6000 -3.77161475E-05 -1.55416059E-04 -1.45499520E-05 -9.17870165E-06  3.39964298E-05 -1.51842580E-04 -4.21980757E-07 -7.67378928E-06  6.05316093E-06 -6.07397163E-06
 11.8000 -3.41243220E-05 -1.40490197E-04 -1.26409728E-05 -8.62754087E-06  3.14724913E-05 -1.39639139E-04 -4.08575896E-07 -6.91493028E-06  5.52393592E-06 -5.58285506E-06
 12.0000 -3.08693576E-05 -1.27106618E-04 -1.05794729E-05 -8.11842546E-06  2.91793212E-05 -1.28654452E-04 -3.93828570E-07 -6.20743791E-06  5.03835668E-06 -5.13963822E-06
 12.2000 -2.79233288E-05 -1.15104376E-04 -8.47087955E-06 -7.64578158E-06  2.70895203E-05 -1.18747374E-04 -3.78045998E-07 -5.55082520E-06  4.59306963E-06 -4.73900609E-06
 12.4000 -2.52594870E-05 -1.04338948E-04 -6.39093504E-06 -7.20515421E-06  2.51798302E-05 -1.09795053E-04 -3.61535678E-07 -4.94398814E-06  4.18497743E-06 -4.37629242E-06
 12.6000 -2.28525765E-05 -9.46806044E-05 -4.39257889E-06 -6.79296358E-06  2.34304010E-05 -1.01690333E-04 -3.44587505E-07 -4.38533524E-06  3.81121144E-06 -4.04739463E-06
 12.8000 -2.06790068E-05 -8.60129572E-05 -2.51134500E-06 -6.40631182E-06  2.18241994E-05 -9.43395627E-05 -3.27463058E-07 -3.87290454E-06  3.46911010E-06 -3.74870059E-06
 13.0000 -1.87169230E-05 -7.82316392E-05 -7.69584195E-07 -6.04283068E-06  2.03465291E-05 -8.76607245E-05 -3.10390091E-07 -3.40446638E-06  3.15620140E-06 -3.47702532E-06
 13.2000 -1.69462079E-05 -7.12431167E-05  8.20241116E-07 -5.70056244E-06  1.89846415E-05 -8.15818515E-05 -2.93560658E-07 -2.97761156E-06  2.87018837E-06 -3.22955641E-06
 13.4000 -1.53484363E-05 -6.49636111E-05  2.25299411E-06 -5.37786725E-06  1.77274189E-05 -7.60396711E-05 -2.77131696E-07 -2.58982554E-06  2.60893670E-06 -3.00380680E-06
 13.6000 -1.39068000E-05 -5.93181235E-05  3.52887723E-06 -5.07335159E-06  1.65651162E-05 -7.09784488E-05 -2.61227162E-07 -2.23854949E-06  2.37046385E-06 -2.79757395E-06
 13.8000 -1.26060147E-05 -5.42395495E-05  4.65189917E-06 -4.78581304E-06  1.54891486E-05 -6.63489983E-05 -2.45941084E-07 -1.92122954E-06  2.15292932E-06 -2.60890443E-06
 14.0000 -1.14322171E-05 -4.96678786E-05  5.62869797E-06 -4.51419813E-06  1.44919182E-05 -6.21078319E-05 -2.31341051E-07 -1.63535562E-06  1.95462566E-06 -2.43606325E-06
 14.2000 -1.03728579E-05 -4.55494683E-05  6.46764306E-06 -4.25757003E-06  1.35666702E-05 -5.82164311E-05 -2.17471827E-07 -1.37849127E-06  1.77397027E-06 -2.27750721E-06
 14.4000 -9.41659643E-06 -4.18363893E-05  7.17815567E-06 -4.01508408E-06  1.27073739E-05 -5.46406182E-05 -2.04358884E-07 -1.14829568E-06  1.60949755E-06 -2.13186172E-06
 14.6000 -8.55319656E-06 -3.84858324E-05  7.77019960E-06 -3.78596920E-06  1.19086239E-05 -5.13500144E-05 -1.92011700E-07 -9.42539391E-07  1.45985159E-06 -1.99790069E-06
 14.8000 -7.77342917E-06 -3.54595747E-05  8.25390454E-06 -3.56951392E-06  1.11655575E-05 -4.83175716E-05 -1.80426776E-07 -7.59114544E-07  1.32377923E-06 -1.87452889E-06
 15.0000 -7.06897942E-06 -3.27234974E-05  8.63929224E-06 -3.36505580E-06  1.04737855E-05 -4.55191671E-05 -1.69590301E-07 -5.96040852E-07  1.20012336E-06 -1.76076667E-06
 15.2000 -6.43236081E-06 -3.02471527E-05  8.93608211E-06 -3.17197355E-06  9.82933341E-06 -4.29332516E-05 -1.59480497E-07 -4.51468072E-07  1.08781670E-06 -1.65573655E-06
 15.4000 -5.85683574E-06 -2.80033736E-05  9.15355784E-06 -2.98968109E-06  9.22859216E-06 -4.05405444E-05 -1.50069613E-07 -3.23675747E-07  9.85875780E-07 -1.55865147E-06
 15.6000 -5.33634265E-06 -2.59679239E-05  9.30048060E-06 -2.81762316E-06  8.66827584E-06 -3.83237670E-05 -1.41325627E-07 -2.11070841E-07  8.93395207E-07 -1.46880457E-06
 15.8000 -4.86542938E-06 -2.41191837E-05  9.38503761E-06 -2.65527191E-06  8.14538559E-06 -3.62674116E-05 -1.33213655E-07 -1.12183802E-07  8.09542311E-07 -1.38556015E-06
 16.0000 -4.43919264E-06 -2.24378681E-05  9.41481712E-06 -2.50212450E-06  7.65717858E-06 -3.43575385E-05 -1.25697116E-07 -2.56634855E-08  7.33552000E-07 -1.30834579E-06
 16.2000 -4.05322303E-06 -2.09067747E-05  9.39680305E-06 -2.35770114E-06  7.20114118E-06 -3.25815991E-05 -1.18738666E-07  4.97287112E-08  6.64721927E-07 -1.23664533E-06
 16.4000 -3.70355536E-06 -1.95105578E-05  9.33738379E-06 -2.22154363E-06  6.77496568E-06 -3.09282809E-05 -1.12300954E-07  1.15125202E-07  6.02407923E-07 -1.16999284E-06
 16.6000 -3.38662370E-06 -1.82355269E-05  9.24237124E-06 -2.09321425E-06  6.37652998E-06 -2.93873710E-05 -1.06347203E-07  1.71558837E-07  5.46019696E-07 -1.10796711E-06
 16.8000 -3.09922094E-06 -1.70694658E-05  9.11702661E-06 -1.97229482E-06  6.00387981E-06 -2.79496366E-05 -1.00841662E-07  2.19969615E-07  4.95016789E-07 -1.05018697E-06
 17.0000 -2.83846235E-06 -1.60014721E-05  8.96609086E-06 -1.85838592E-06  5.65521306E-06 -2.66067197E-05 -9.57499328E-08  2.61211337E-07  4.48904786E-07 -9.96307035E-07
 17.2000 -2.60175273E-06 -1.50218133E-05  8.79381768E-06 -1.75110621E-06  5.32886593E-06 -2.53510440E-05 -9.10392122E-08  2.96058118E-07  4.07231764E-07 -9.46013961E-07
 17.4000 -2.38675699E-06 -1.41217989E-05  8.60400772E-06 -1.65009190E-06  5.02330066E-06 -2.41757327E-05 -8.66784462E-08  3.25210657E-07  3.69584969E-07 -8.99023163E-07
 17.6000 -2.19137364E-06 -1.32936656E-05  8.40004308E-06 -1.55499613E-06  4.73709457E-06 -2.30745363E-05 -8.26384260E-08  3.49302227E-07  3.35587719E-07 -8.55075866E-07
 17.8000 -2.01371104E-06 -1.25304764E-05  8.18492123E-06 -1.46548845E-06  4.46893030E-06 -2.20417680E-05 -7.88918321E-08  3.68904344E-07  3.04896516E-07 -8.13936503E-07
 18.0000 -1.85206600E-06 -1.18260293E-05  7.96128782E-06 -1.38125434E-06  4.21758702E-06 -2.10722469E-05 -7.54132375E-08  3.84532106E-07  2.77198359E-07 -7.75390391E-07
 18.2000 -1.70490470E-06 -1.11747769E-05  7.73146806E-06 -1.30199466E-06  3.98193253E-06 -2.01612472E-05 -7.21790813E-08  3.96649166E-07  2.52208250E-07 -7.39241667E-07
 18.4000 -1.57084541E-06 -1.05717546E-05  7.49749648E-06 -1.22742518E-06  3.76091612E-06 -1.93044530E-05 -6.91676170E-08  4.05672375E-07  2.29666875E-07 -7.05311448E-07
 18.6000 -1.44864316E-06 -1.00125166E-05  7.26114477E-06 -1.15727602E-06  3.55356214E-06 -1.84979187E-05 -6.63588452E-08  4.11976062E-07  2.09338462E-07 -6.73436184E-07
 18.8000 -1.33717582E-06 -9.49307948E-06  7.02394775E-06 -1.09129119E-06  3.35896412E-06 -1.77380325E-05 -6.37344326E-08  4.15895999E-07  1.91008794E-07 -6.43466188E-07
 19.0000 -1.23543173E-06 -9.00987095E-06  6.78722750E-06 -1.02922803E-06  3.17627944E-06 -1.70214852E-05 -6.12776232E-08  4.17733034E-07  1.74483375E-07 -6.15264322E-07
 19.2000 -1.14249854E-06 -8.55968558E-06  6.55211550E-06 -9.70856735E-07  3.00472446E-06 -1.63452410E-05 -5.89731446E-08  4.17756426E-07  1.59585734E-07 -5.88704820E-07
 19.4000 -1.05755321E-06 -8.13964454E-06  6.31957306E-06 -9.15959817E-07  2.84357013E-06 -1.57065122E-05 -5.68071121E-08  4.16206895E-07  1.46155867E-07 -5.63672227E-07
 19.6000 -9.79853025E-07 -7.74716012E-06  6.09040995E-06 -8.64331600E-07  2.69213785E-06 -1.51027362E-05 -5.47669321E-08  4.13299401E-07  1.34048796E-07 -5.40060456E-07
 19.8000 -9.08727571E-07 -7.37990423E-06  5.86530134E-06 -8.15777721E-07  2.54979580E-06 -1.45315552E-05 -5.28412071E-08  4.09225682E-07  1.23133246E-07 -5.17771930E-07
 20.0000 -8.43571461E-07 -7.03578024E-06  5.64480328E-06 -7.70114621E-07  2.41595550E-06 -1.39907970E-05 -5.10196429E-08  4.04156553E-07  1.13290429E-07 -4.96716821E-07
 20.2000 -7.83837860E-07 -6.71289815E-06  5.42936666E-06 -7.27169059E-07  2.29006868E-06 -1.34784592E-05 -4.92929599E-08  3.98243995E-07  1.04412923E-07 -4.76812352E-07
 20.4000 -7.29032648E-07 -6.40955229E-06  5.21934983E-06 -6.86777627E-07  2.17162432E-06 -1.29926936E-05 -4.76528073E-08  3.91623056E-07  9.64036553E-08 -4.57982178E-07
 20.6000 -6.78709177E-07 -6.12420173E-06  5.01502999E-06 -6.48786280E-07  2.06014608E-06 -1.25317929E-05 -4.60916831E-08  3.84413559E-07  8.91749541E-08 -4.40155826E-07
 20.8000 -6.32463564E-07 -5.85545267E-06  4.81661340E-06 -6.13049876E-07  1.95518975E-06 -1.20941787E-05 -4.46028575E-08  3.76721657E-07  8.26476935E-08 -4.23268181E-07
 21.0000 -5.89930457E-07 -5.60204287E-06  4.62424460E-06 -5.79431728E-07  1.85634100E-06 -1.16783900E-05 -4.31803020E-08  3.68641238E-07  7.67505049E-08 -4.07259031E-07
 21.2000 -5.50779234E-07 -5.36282783E-06  4.43801456E-06 -5.47803174E-07  1.76321331E-06 -1.12830737E-05 -4.18186231E-08  3.60255182E-07  7.14190571E-08 -3.92072648E-07
 21.4000 -5.14710582E-07 -5.13676842E-06  4.25796808E-06 -5.18043156E-07  1.67544596E-06 -1.09069753E-05 -4.05130009E-08  3.51636512E-07  6.65953995E-08 -3.77657413E-07
 21.6000 -4.81453421E-07 -4.92291993E-06  4.08411029E-06 -4.90037819E-07  1.59270229E-06 -1.05489308E-05 -3.92591320E-08  3.42849417E-07  6.22273620E-08 -3.63965476E-07
 21.8000 -4.50762139E-07 -4.72042229E-06  3.91641246E-06 -4.63680119E-07  1.51466798E-06 -1.02078591E-05 -3.80531772E-08  3.33950180E-07  5.82680078E-08 -3.50952440E-07
 22.0000 -4.22414104E-07 -4.52849143E-06  3.75481717E-06 -4.38869455E-07  1.44104953E-06 -9.88275558E-06 -3.68917140E-08  3.24988018E-07  5.46751347E-08 -3.38577084E-07
 22.2000 -3.96207424E-07 -4.34641147E-06  3.59924288E-06 -4.15511310E-07  1.37157281E-06 -9.57268571E-06 -3.57716921E-08  3.16005826E-07  5.14108216E-08 -3.26801103E-07
 22.4000 -3.71958934E-07 -4.17352789E-06  3.44958794E-06 -3.93516906E-07  1.30598175E-06 -9.27677947E-06 -3.46903937E-08  3.07040858E-07  4.84410148E-08 -3.15588878E-07
 22.6000 -3.49502376E-07 -4.00924136E-06  3.30573415E-06 -3.72802884E-07  1.24403708E-06 -8.99422636E-06 -3.36453974E-08  2.98125333E-07  4.57351529E-08 -3.04907258E-07
 22.8000 -3.28686772E-07 -3.85300224E-06  3.16754991E-06 -3.53290988E-07  1.18551517E-06 -8.72427068E-06 -3.26345444E-08  2.89286984E-07  4.32658252E-08 -2.94725371E-07
 23.0000 -3.09374950E-07 -3.70430576E-06  3.03489290E-06 -3.34907770E-07  1.13020700E-06 -8.46620733E-06 -3.16559097E-08  2.80549543E-07  4.10084622E-08 -2.85014444E-07
 23.2000 -2.91442218E-07 -3.56268759E-06  2.90761252E-06 -3.17584308E-07  1.07791714E-06 -8.21937793E-06 -3.07077745E-08  2.71933188E-07  3.89410541E-08 -2.75747641E-07
 23.4000 -2.74775168E-07 -3.42771999E-06  2.78555193E-06 -3.01255943E-07  1.02846286E-06 -7.98316726E-06 -2.97886020E-08  2.63454935E-07  3.70438963E-08 -2.66899918E-07
 23.6000 -2.59270604E-07 -3.29900830E-06  2.66854989E-06 -2.85862017E-07  9.81673215E-07 -7.75700004E-06 -2.88970163E-08  2.55128995E-07  3.52993583E-08 -2.58447882E-07
 23.8000 -2.44834568E-07 -3.17618787E-06  2.55644231E-06 -2.71345641E-07  9.37388300E-07 -7.54033796E-06 -2.80317822E-08  2.46967092E-07  3.36916748E-08 -2.50369671E-07
