  -1.4522960e+02   5.0778106e+01  -1.8851000e+00  -2.4075116e+01   7.1521845e+01   2.2644211e+01  -2.0984442e+01  -2.1467528e+01   2.3596233e+00   8.2178315e+00   2.0696203e+00
  -1.1093398e+02   3.9702423e+01  -1.3573687e+01  -2.4503030e+01   6.3775326e+01   2.2774870e+01  -1.4972916e+01  -1.6702581e+01   1.6392911e+00   5.1922544e+00   5.7369948e-01
  -8.2153589e+01   3.0959446e+01  -2.2913023e+01  -2.3244392e+01   5.6188451e+01   2.0932162e+01  -1.1532788e+01  -1.2933091e+01   2.5360456e+00   4.1575689e+00  -5.8585503e-01
  -5.8077167e+01   2.4185547e+01  -3.0064956e+01  -2.0798165e+01   4.9454422e+01   1.8403036e+01  -1.0475483e+01  -1.1342256e+01   2.9867327e+00   4.3327312e+00  -6.9493233e-01
  -3.8283235e+01   1.8654408e+01  -3.5584232e+01  -1.7749485e+01   4.4087618e+01   1.6521054e+01  -1.0349790e+01  -1.1085457e+01   2.5292463e+00   4.4824655e+00  -2.7334707e-01
  -2.2500239e+01   1.3682254e+01  -4.0160785e+01  -1.5111941e+01   3.9512334e+01   1.5284149e+01  -9.9464450e+00  -1.0454605e+01   3.0346566e+00   4.6498620e+00  -6.1713562e-01
  -1.0193031e+01   9.7231754e+00  -4.2896451e+01  -1.2537576e+01   3.5274650e+01   1.3923144e+01  -9.7610813e+00  -9.8507298e+00   3.6654954e+00   4.7737117e+00  -1.0268449e+00
  -1.5138477e+00   6.5035583e+00  -4.2760552e+01  -9.6393000e+00   3.0170467e+01   1.1638070e+01  -8.7143676e+00  -7.9575750e+00   3.7858526e+00   3.9493348e+00  -1.2964079e+00
   3.8100537e+00   3.9385677e+00  -3.9675680e+01  -6.6036122e+00   2.3873777e+01   8.6361346e+00  -6.3976995e+00  -5.0110253e+00   2.8776910e+00   2.3336181e+00  -1.0751297e+00
   6.8396913e+00   2.1253608e+00  -3.5279204e+01  -4.1837828e+00   1.7851226e+01   6.0981427e+00  -4.0209213e+00  -2.7747000e+00   1.6857316e+00   1.1537467e+00  -6.1192007e-01
   8.3522498e+00   9.6781641e-01  -3.0601238e+01  -2.5043183e+00   1.2873144e+01   4.2484378e+00  -2.2362581e+00  -1.4267332e+00   8.3668328e-01   5.1165928e-01  -2.8161016e-01
   8.8683425e+00   3.0129822e-01  -2.6128324e+01  -1.4332059e+00   9.0528489e+00   2.9672702e+00  -1.0873144e+00  -6.8923569e-01   3.6639259e-01   2.0661586e-01  -1.1424804e-01
