   8.7586172e+00  -3.4343096e-02  -2.2085163e+01  -7.9120117e-01   6.2513106e+00   2.0876895e+00  -4.2400064e-01  -3.0488124e-01   1.4368983e-01   7.4178313e-02  -4.3777911e-02
   8.2811887e+00  -1.6769558e-01  -1.8549521e+01  -4.2440165e-01   4.2557702e+00   1.4773437e+00  -7.7353556e-02  -1.1057937e-01   5.1779225e-02   2.1383312e-02  -1.7839075e-02
   7.6103412e+00  -1.8871184e-01  -1.5520636e+01  -2.2397613e-01   2.8621337e+00   1.0482377e+00   8.2249582e-02  -1.6336910e-02   1.9163237e-02   2.2627434e-03  -9.0101066e-03
   6.8583568e+00  -1.5534675e-01  -1.2957876e+01  -1.1865540e-01   1.9017484e+00   7.4253067e-01   1.3977028e-01   2.5369874e-02   9.7024134e-03  -2.6822305e-03  -5.5756261e-03
   5.0132125e+00  -1.8802401e-02  -8.2234267e+00  -3.9036270e-02   6.3680051e-01   3.0548053e-01   1.2066793e-01   4.1251536e-02   8.1150735e-03  -1.5211987e-03  -1.9444879e-03
   3.5072924e+00   7.1727120e-02  -5.2195350e+00  -3.5652256e-02   1.7111215e-01   1.1747868e-01   6.6254551e-02   2.6980054e-02   6.6628539e-03  -4.5622997e-05  -8.3564245e-04
   2.3959363e+00   1.0383877e-01  -3.3200210e+00  -3.7818908e-02   1.2806370e-02   3.9518816e-02   3.0868079e-02   1.4188492e-02   4.3146514e-03   7.2263090e-04  -9.2135965e-05
   1.6135283e+00   1.0206619e-01  -2.1162205e+00  -3.5638320e-02  -3.1861160e-02   9.7097655e-03   1.3450656e-02   7.0345087e-03   2.4529497e-03   8.6462490e-04   4.6210639e-04
   7.1328088e-01   6.7649297e-02  -8.6207737e-01  -2.3021469e-02  -2.9981432e-02  -2.1800513e-03   2.7826230e-03   1.6252145e-03   5.7013139e-04   4.7690145e-04   5.8179581e-04
   3.0933838e-01   3.7223170e-02  -3.5067598e-01  -1.1590686e-02  -1.4496129e-02  -7.5092827e-04   1.3931968e-03   6.3736205e-05  -1.1828152e-05   4.6283434e-04   4.5986114e-04
   5.9552791e-02   9.3021649e-03  -5.6421336e-02  -2.1552159e-03  -2.8669990e-03   4.8243955e-04   1.2505956e-03  -4.2479605e-04  -1.2552187e-03   1.2684658e-03  -1.0969471e-04
   4.6845636e-03   2.7828833e-03  -2.2613684e-03  -1.5530547e-03  -7.4459756e-04   2.7098836e-05  -6.7598188e-05  -4.0942433e-04  -8.5180870e-05   4.0065797e-04   4.3634342e-04
   6.9582462e-05  -3.3900223e-05  -4.5959379e-05   6.1200855e-05   8.5164079e-05   9.9363326e-05   7.2632069e-05   5.0790837e-06  -4.5583931e-05  -7.2242092e-05  -3.0468070e-05
   9.9152748e-06   1.2187620e-06  -3.1044405e-07   2.0505956e-06  -4.5182720e-07   2.4750756e-06  -2.7034218e-07   2.0793569e-06   6.7537059e-07   3.5201461e-07   2.8756263e-06
   6.5190477e-08  -1.4472209e-07   1.8709991e-07  -2.0453405e-07   1.9098546e-07  -2.5911619e-07   2.1712025e-07  -5.1582547e-07   5.0478253e-07  -1.3234268e-06   1.3796087e-06
