69
3.50 3.75 4.00 4.25 4.50 
4.75 5.00 5.25 5.50 5.75
6.00 6.25 6.50 6.75 7.00 
7.25 7.50 8.00 8.25 8.50
8.75 9.00 9.25 9.50 9.75 
10.00 11.00 12.00 13.00 14.00
15.00 16.00 18.00 20.00 22.00 
24.00 26.00 28.00 30.00 32.00
34.00 36.00 38.00 40.00 42.00 
44.00 46.00 48.00 50.00 55.00
60.00 65.00 70.00 75.00 80.00 
85.00 90.00 95.00 100.00 110.00
120.00 130.00 140.00 150.00 160.00 
170.00 180.00 190.00 200.00
1
0 0 0 T
6.5434734569E+03 4.2011091173E+03 2.5898212018E+03 1.5525517374E+03 8.9625651704E+02
4.8920946893E+02 2.4274584884E+02 9.8073785935E+01 1.6744704807E+01 -2.5992257491E+01
-4.5816349357E+01 -5.2541587130E+01 -5.2148816836E+01 -4.8218688907E+01 -4.2820865832E+01
-3.7103897910E+01 -3.1656196740E+01 -2.2479910310E+01 -1.8837658949E+01 -1.5771125150E+01
-1.3212112914E+01 -1.1087811092E+01 -9.3295553298E+00 -7.8754567899E+00 -6.6734872818E+00
-5.6770411011E+00 -3.0846182221E+00 -1.7686057708E+00 -1.0666408232E+00 -6.7270637625E-01
-4.3770406873E-01 -2.9311818830E-01 -1.4079486158E-01 -7.3431486162E-02 -4.1380972844E-02
-2.4303032505E-02 -1.4557968730E-02 -8.9236601484E-03 -5.6310109879E-03 -3.6872754105E-03
-2.4858103349E-03 -1.7177745362E-03 -1.2135215550E-03 -8.7425182458E-04 -6.4095075616E-04
-4.7735277778E-04 -3.6059471967E-04 -2.7592673154E-04 -2.1363249843E-04 -1.1788220285E-04
-6.8716715319E-05 -4.1921613433E-05 -2.6574632329E-05 -1.7407040388E-05 -1.1729568972E-05
-8.1017546229E-06 -5.7192237739E-06 -4.1161769891E-06 -3.0141042072E-06 -1.6908060087E-06
-9.9836905613E-07 -6.1531804030E-07 -3.9328080641E-07 -2.5934679288E-07 -1.7573304727E-07
-1.2194664128E-07 -8.6423627006E-08 -6.2408106280E-08 -4.5830129875E-08
2 0 2 T
4.9452882174E+03 2.9415198432E+03 1.8009600707E+03 1.0846043902E+03 6.3937338971E+02
3.6593452599E+02 2.0057501057E+02 1.0256224350E+02 4.6049969016E+01 1.4699051914E+01
-1.7161970144E+00 -9.4648139913E+00 -1.2380006271E+01 -1.2729837744E+01 -1.1828585973E+01
-1.0412112529E+01 -8.8873380009E+00 -6.1642978241E+00 -5.0758829453E+00 -4.1723828667E+00
-3.4311805422E+00 -2.8289607670E+00 -2.3416741026E+00 -1.9479326474E+00 -1.6276042466E+00
-1.3674715818E+00 -7.2802451095E-01 -4.1932011642E-01 -2.5249148168E-01 -1.5842053691E-01
-1.0300803639E-01 -7.1916513821E-02 -3.0140964378E-02 -1.5731179248E-02 -8.6468832159E-03
-4.5510829192E-03 -2.4826952311E-03 -1.5765732371E-03 -1.0584648865E-03 -7.2051262988E-04
-5.0239593071E-04 -3.5738769871E-04 -2.5889571007E-04 -1.9063797544E-04 -1.4246623688E-04
-1.0790564323E-04 -8.2736031466E-05 -6.4152908638E-05 -5.0259235474E-05 -2.8419600818E-05
-1.6883496862E-05 -1.0455320223E-05 -6.7078608931E-06 -4.4370133782E-06 -3.0140631803E-06
-2.0959094711E-06 -1.4879672009E-06 -1.0760789214E-06 -7.9123043006E-07 -4.4682259359E-07
-2.6518373805E-07 -1.6409131883E-07 -1.0521213698E-07 -6.9559708550E-08 -4.7232802872E-08
-3.2833592395E-08 -2.3303297832E-08 -1.6848648529E-08 -1.2386139047E-08
0 4 4 T
1.8950927030E+02 2.5598698351E+01 2.0381882534E+01 1.3865080348E+01 8.6653859709E+00
5.0270806835E+00 2.6597062720E+00 1.2001552170E+00 3.7530854792E-01 -5.4688023442E-02
-2.7131534372E-01 -3.3809846137E-01 -3.3371966305E-01 -2.9663161611E-01 -2.4871045072E-01
-1.9741213988E-01 -1.5914733362E-01 -1.0842483112E-01 -9.0668062132E-02 -7.7425731474E-02
-6.6396285099E-02 -5.6353522570E-02 -4.6950642115E-02 -3.8652711110E-02 -3.1445280724E-02
-2.5483910146E-02 -1.1771715004E-02 -5.9196368482E-03 -3.1322852098E-03 -1.7330560637E-03
-9.9811615578E-04 -5.9560067939E-04 -2.3213216729E-04 -9.9925300371E-05 -4.6615890262E-05
-2.3239431275E-05 -1.2249790055E-05 -6.7709745056E-06 -3.8989295822E-06 -2.3265672088E-06
-1.4324652424E-06 -9.0676640855E-07 -5.8836476479E-07 -3.9033320601E-07 -2.6419287813E-07
-1.8209332134E-07 -1.2760061744E-07 -9.0779028419E-08 -6.5487045092E-08 -3.0550189843E-08
-1.5230193681E-08 -8.0280224106E-09 -4.4374258520E-09 -2.5552024910E-09 -1.5247390860E-09
-9.3878042128E-10 -5.9425843351E-10 -3.8559073225E-10 -2.5580876989E-10 -1.1933667908E-10
-5.9492944065E-11 -3.1359462541E-11 -1.7333694734E-11 -9.9812597305E-12 -5.9560120546E-12
-3.6671110206E-12 -2.3213220059E-12 -1.5062137979E-12 -9.9925300738E-13
1 0 1 T
2.8464309462E+03 1.7336155287E+03 1.0703418541E+03 6.5203601526E+02 3.8832694195E+02
2.2334946819E+02 1.2163685218E+02 6.0267402553E+01 2.4375147179E+01 4.3169123412E+00
-6.1061960308E+00 -1.0834827018E+01 -1.2333473978E+01 -1.2104492491E+01 -1.1039908636E+01
