  -2.1527760e+02   1.0690617e+02  -1.4999369e+02   6.3502047e+01  -2.5681108e+01  -3.7304650e+01   2.1054686e+01  -5.4228774e+01   2.3262370e+01   5.3124103e+01  -1.1031584e+01
  -1.9747922e+02   7.7854573e+01  -1.4461806e+02   4.5700554e+01  -1.6431660e+01  -1.5123965e+01   3.9693218e+01  -2.6858241e+01   3.1851123e+01   3.1958852e+01  -3.0721820e+01
  -1.7444587e+02   6.4873272e+01  -1.2840654e+02   3.6623001e+01  -1.2825669e+01  -1.0803009e+01   3.4914113e+01  -1.9410119e+01   2.8266360e+01   2.6747270e+01  -2.5512494e+01
  -1.5301546e+02   5.4037890e+01  -1.1317036e+02   2.9857466e+01  -9.2262424e+00  -8.3273152e+00   2.9444842e+01  -1.4970409e+01   2.3380194e+01   2.0847701e+01  -2.2315046e+01
  -1.3344048e+02   4.4976101e+01  -9.9007216e+01   2.4509569e+01  -6.0912337e+00  -7.2001170e+00   2.3208329e+01  -1.2938474e+01   1.7183504e+01   1.6731506e+01  -1.7190628e+01
  -1.1651334e+02   3.5797216e+01  -8.7618167e+01   1.8997505e+01  -3.3943096e+00  -5.6493060e+00   1.9749346e+01  -9.5469221e+00   1.3423657e+01   1.3331257e+01  -1.4064314e+01
  -1.0147991e+02   2.7961830e+01  -7.7428490e+01   1.4193785e+01  -1.1598652e+00  -4.6077715e+00   1.7154423e+01  -6.6808061e+00   1.0428213e+01   1.0711129e+01  -1.1687993e+01
  -8.6575416e+01   2.5015763e+01  -6.5198690e+01   1.1579713e+01  -7.8971609e-01  -8.0129570e+00   9.2413276e+00  -9.4524700e+00   4.4628393e+00   1.2124622e+01  -3.6584760e+00
  -7.2058432e+01   1.3108344e+01  -5.4541168e+01   1.0426976e+01  -7.9846572e+00   3.9691319e+00  -3.1759211e-02  -5.1374694e+00   9.2000301e+00  -2.5335769e-01   3.7629057e+00
  -6.1731495e+01   1.1966442e+01  -4.6108312e+01   9.5782553e+00  -3.8800104e+00   2.5845054e+00   7.6101025e-01  -6.2418519e+00   4.8140779e+00  -2.8351581e+00   3.9636096e-01
  -5.2102889e+01   6.6998652e+00  -3.8170744e+01   6.5194786e+00  -3.0659689e+00   5.0033897e+00  -2.1232464e+00  -1.2026334e+00   1.6699295e+00  -5.8554702e+00   3.3046971e+00
  -4.4050982e+01   2.5104331e+00  -3.1468194e+01   2.3745947e+00  -1.0158912e+00   3.2154523e+00  -2.2116436e+00   1.3118175e+00  -1.3244107e+00  -1.1276073e+00   1.4077593e+00
  -3.7759562e+01   1.0811741e+00  -2.7368429e+01   8.9205621e-01  -5.8829341e-02   1.4128041e+00  -4.0038033e-01   4.0511652e-01  -4.9439208e-01   3.3972661e-01  -4.8534377e-01
  -3.2301505e+01   2.4446977e-01  -2.3952301e+01   4.3569102e-01  -2.0291845e-01   1.0146255e+00  -1.4324712e-01   2.0703550e-01  -1.9941406e-01   6.3791428e-02  -1.2944828e-01
  -2.7491691e+01  -4.8305937e-01  -2.0678566e+01   2.5208686e-03  -2.3571765e-01   6.9714877e-01  -4.5252517e-03   1.1886400e-01  -7.9908515e-02   5.1556559e-03  -4.5335843e-02
  -2.3326044e+01  -1.0180555e+00  -1.7727820e+01  -3.1627712e-01  -2.5581146e-01   4.7068513e-01   4.9768045e-02   7.7291052e-02  -3.1152147e-02  -5.7288467e-03  -2.0019323e-02
  -1.5340788e+01  -1.6339363e+00  -1.1861862e+01  -6.8790831e-01  -2.8408893e-01   1.5320166e-01   5.1945219e-02   3.3758365e-02   1.0444876e-03  -3.8099476e-03  -4.7588014e-03
  -1.0014544e+01  -1.6268581e+00  -7.8205855e+00  -7.0602834e-01  -2.6616225e-01   2.3928760e-02   2.0863303e-02   1.3516149e-02   3.1519228e-03  -8.0477231e-04  -1.2106781e-03
  -6.5048235e+00  -1.3690496e+00  -5.1052208e+00  -5.9008551e-01  -2.1912928e-01  -2.1943976e-02   1.5947447e-03   3.0620502e-03   1.6051989e-03   1.8813657e-04  -8.3369127e-05
  -4.2079973e+00  -1.0564015e+00  -3.3073442e+00  -4.4719697e-01  -1.6567630e-01  -3.2478837e-02  -6.1650760e-03  -1.5562929e-03   4.1099840e-04   4.2955344e-04   1.9302201e-04
  -1.7417499e+00  -5.4612711e-01  -1.3633114e+00  -2.2102905e-01  -8.1142111e-02  -2.3416740e-02  -6.8262401e-03  -2.7385629e-03  -2.6466519e-04   1.7271707e-04  -5.0155666e-05
