42
   4.00   4.25   4.50   4.75   5.00
   5.25   5.50   5.75   6.00   6.25
   6.50   6.75   7.00   7.25   7.50
   7.75   8.00   8.25   8.50   8.75
   9.00   9.50  10.00  11.00  12.00
  14.00  16.00  20.00  21.00  22.00
  25.00  30.00  40.00  50.00  75.00
 100.00 110.00 125.00 150.00 200.00
 250.00 300.00
120
0 0 0 0
  1.4354240000e+05  9.5673300000e+04  6.2848910000e+04  4.0554870000e+04  2.5590370000e+04
  1.5683700000e+04  9.2301310000e+03  5.1055070000e+03  2.5304250000e+03  9.7084510000e+02
  6.5508690000e+01 -4.2667600000e+02 -6.6431650000e+02 -7.5012180000e+02 -7.4941220000e+02
 -7.0285390000e+02 -6.3511290000e+02 -5.6063810000e+02 -4.8747820000e+02 -4.1976430000e+02
 -3.5928610000e+02 -2.6106370000e+02 -1.8961270000e+02 -1.0257710000e+02 -5.8299490000e+01
 -2.1733510720e+01 -9.8676158459e+00 -2.7198908490e+00 -2.0297352717e+00 -1.5353858407e+00
 -7.1303721111e-01 -2.3879471104e-01 -4.2500328210e-02 -1.1141206038e-02 -9.7810313642e-04
 -1.7408134435e-04 -9.8264380593e-05 -4.5634379933e-05 -1.5282861507e-05 -2.7200210054e-06
 -7.1303718645e-07 -2.3879471104e-07
0 0 2 2
  1.1365920000e+04  7.2247800000e+03  4.6362970000e+03  2.9724140000e+03  1.8838090000e+03
  1.1675970000e+03  6.9850900000e+02  3.9502880000e+02  2.0258700000e+02  8.4197960000e+01
  1.4511820000e+01 -2.3892520000e+01 -4.2800830000e+01 -4.9993730000e+01 -5.0502270000e+01
 -4.7490280000e+01 -4.2877310000e+01 -3.7768200000e+01 -3.2755880000e+01 -2.8124270000e+01
 -2.3987450000e+01 -1.7252320000e+01 -1.2337920000e+01 -6.3820320000e+00 -3.4378100000e+00
 -1.1905947643e+00 -5.5315721040e-01 -1.6038117301e-01 -1.1968886687e-01 -9.0538678798e-02
 -4.2046447402e-02 -1.4081269760e-02 -2.5061634900e-03 -6.5697572192e-04 -5.7676880937e-05
 -1.0265245655e-05 -5.7944635579e-06 -2.6909725570e-06 -9.0120126464e-07 -1.6039446336e-07
 -4.2046446203e-08 -1.4081269760e-08
0 0 4 4
  7.5444340000e+02  4.2936690000e+02  2.4020970000e+02  1.3469450000e+02  7.6020210000e+01
  4.2791100000e+01  2.3606840000e+01  1.2517380000e+01  6.1083870000e+00  2.3427110000e+00
  1.4511860000e-01 -1.0353710000e+00 -1.5564920000e+00 -1.6794030000e+00 -1.5829610000e+00
 -1.3764590000e+00 -1.1320480000e+00 -8.9442820000e-01 -6.8898850000e-01 -5.2445990000e-01
 -3.9998910000e-01 -2.4399680000e-01 -1.5824190000e-01 -7.2748620000e-02 -2.8667810000e-02
 -1.1928688450e-03  4.4161500000e-04  8.4963202400e-08  1.1501854201e-08  1.5566678014e-09
  3.8586173471e-12  1.7518270474e-16  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
  0.0000000000e+00  0.0000000000e+00
1 0 0 1
  4.2123360000e+04  2.8284980000e+04  1.8950380000e+04  1.2599150000e+04  8.2755430000e+03
  5.3486320000e+03  3.3868440000e+03  2.0892700000e+03  1.2448060000e+03  7.0576110000e+02
  3.6961960000e+02  1.6604740000e+02  4.7471180000e+01 -1.7767480000e+01 -5.0389110000e+01
 -6.3698990000e+01 -6.6072430000e+01 -6.2669710000e+01 -5.6578050000e+01 -4.9579950000e+01
 -4.2644900000e+01 -3.0606710000e+01 -2.1596480000e+01 -1.0768590000e+01 -5.5690280000e+00
 -1.7182375867e+00 -8.0419006846e-01 -2.5977784166e-01 -1.9388420588e-01 -1.4666622011e-01
 -6.8112501367e-02 -2.2810738688e-02 -4.0598214120e-03 -1.0642578242e-03 -9.3432785666e-05
 -1.6629028504e-05 -9.3866530724e-06 -4.3592000480e-06 -1.4598872760e-06 -2.5982857037e-07
 -6.8112500751e-08 -2.2810738688e-08
1 0 2 1
 -1.8259960000e+03 -1.0626330000e+03 -6.5538780000e+02 -4.2610470000e+02 -2.8670320000e+02
 -1.9573680000e+02 -1.3350320000e+02 -8.9961800000e+01 -5.9369090000e+01 -3.8064520000e+01
