  3.0000	  3.351940e+04	 -8.943060e+03	 -1.090710e+04	  1.285110e+04	  8.684780e+02	 -5.051450e+03	  6.602040e+02	 -1.631530e+04	  9.723460e+03	  5.840050e+02	 -2.778780e+03	  3.059560e+03	  8.604830e+03	 -8.773360e+03	 -1.435660e+04	  1.783630e+04	  5.903560e+03	 -1.218620e+04	  1.964470e+02	 -1.784430e+04	  1.349250e+04	  7.586510e+03	 -9.377150e+03	  7.968830e+03	  3.010400e+03	  6.636880e+03	 -1.004820e+04	 -2.460620e+01	  6.873210e+03	 -3.071180e+03	  1.069340e+04	 -1.001200e+04	  8.150480e+02	  4.103220e+03	 -3.578100e+03	 -3.988080e+03	  3.219210e+03	  2.836970e+03	 -6.298330e+03	 -3.695100e+02	  6.100160e+02	  8.515640e+03	 -5.380230e+02	 -1.227710e+04	 -1.671180e+02
  3.1250	  2.758370e+04	 -7.272270e+03	 -8.578330e+03	  1.035830e+04	  6.996120e+02	 -3.725450e+03	  4.747260e+02	 -1.310510e+04	  7.225030e+03	  4.465090e+02	 -2.045230e+03	  2.265540e+03	  6.794880e+03	 -6.730370e+03	 -1.101560e+04	  1.275160e+04	  3.865680e+03	 -8.654910e+03	  1.682310e+02	 -1.289730e+04	  9.695750e+03	  4.214950e+03	 -6.619740e+03	  5.691730e+03	  2.370940e+03	  5.180210e+03	 -6.664430e+03	 -7.232910e+01	  4.613920e+03	 -2.130550e+03	  7.498380e+03	 -6.729640e+03	  5.207210e+02	  2.827910e+03	 -2.501980e+03	 -3.092710e+03	  2.362390e+03	  1.882330e+03	 -4.043930e+03	 -2.243580e+02	  4.062470e+02	  5.164180e+03	 -4.002740e+02	 -6.999810e+03	 -1.042310e+02
  3.2500	  2.261230e+04	 -5.911730e+03	 -6.701290e+03	  8.344870e+03	  5.490100e+02	 -2.751200e+03	  3.407020e+02	 -1.052560e+04	  5.409500e+03	  3.364360e+02	 -1.502990e+03	  1.674910e+03	  5.364310e+03	 -5.212950e+03	 -8.526860e+03	  9.175080e+03	  2.567110e+03	 -6.153280e+03	  1.439610e+02	 -9.387570e+03	  6.993620e+03	  2.403020e+03	 -4.669420e+03	  4.061470e+03	  1.885370e+03	  4.079600e+03	 -4.515890e+03	 -9.607630e+01	  3.125310e+03	 -1.478570e+03	  5.330630e+03	 -4.577740e+03	  3.286520e+02	  1.954570e+03	 -1.755040e+03	 -2.408240e+03	  1.743220e+03	  1.265110e+03	 -2.631230e+03	 -1.287390e+02	  2.615970e+02	  3.190980e+03	 -2.975260e+02	 -4.052480e+03	 -6.109270e+01
  3.3750	  1.847280e+04	 -4.804070e+03	 -5.200440e+03	  6.719160e+03	  4.205080e+02	 -2.034300e+03	  2.439600e+02	 -8.452650e+03	  4.079970e+03	  2.502630e+02	 -1.102580e+03	  1.236090e+03	  4.233020e+03	 -4.077430e+03	 -6.659070e+03	  6.646860e+03	  1.731110e+03	 -4.379690e+03	  1.231270e+02	 -6.883800e+03	  5.064770e+03	  1.408110e+03	 -3.291070e+03	  2.895330e+03	  1.513790e+03	  3.241420e+03	 -3.129210e+03	 -1.048580e+02	  2.138290e+03	 -1.026550e+03	  3.844150e+03	 -3.155420e+03	  2.038490e+02	  1.355220e+03	 -1.235370e+03	 -1.882940e+03	  1.293660e+03	  8.628900e+02	 -1.734730e+03	 -6.652770e+01	  1.597460e+02	  2.011620e+03	 -2.209040e+02	 -2.386490e+03	 -3.194250e+01
  3.5000	  1.504270e+04	 -3.902490e+03	 -4.008360e+03	  5.406980e+03	  3.142350e+02	 -1.506140e+03	  1.742260e+02	 -6.786680e+03	  3.098960e+03	  1.839170e+02	 -8.072960e+02	  9.105320e+02	  3.338140e+03	 -3.221170e+03	 -5.246800e+03	  4.850790e+03	  1.186760e+03	 -3.121650e+03	  1.052690e+02	 -5.087820e+03	  3.684130e+03	  8.492330e+02	 -2.317970e+03	  2.062120e+03	  1.227200e+03	  2.598000e+03	 -2.218160e+03	 -1.045840e+02	  1.479360e+03	 -7.131820e+02	  2.813190e+03	 -2.206800e+03	  1.232750e+02	  9.431110e+02	 -8.730500e+02	 -1.478330e+03	  9.657380e+02	  5.984040e+02	 -1.158680e+03	 -2.677430e+01	  8.884320e+01	  1.295460e+03	 -1.637890e+02	 -1.432290e+03	 -1.266280e+01
  3.6250	  1.221180e+04	 -3.168830e+03	 -3.066930e+03	  4.348260e+03	  2.284430e+02	 -1.116630e+03	  1.240480e+02	 -5.447810e+03	  2.369790e+03	  1.335040e+02	 -5.898940e+02	  6.694350e+02	  2.630200e+03	 -2.570460e+03	 -4.170880e+03	  3.568480e+03	  8.278160e+02	 -2.229100e+03	  8.997580e+01	 -3.792320e+03	  2.693330e+03	  5.276300e+02	 -1.631890e+03	  1.467620e+03	  1.004370e+03	  2.100150e+03	 -1.608020e+03	 -9.909910e+01	  1.036170e+03	 -4.960190e+02	  2.089450e+03	 -1.567710e+03	  7.173130e+01	  6.592400e+02	 -6.199270e+02	 -1.165620e+03	  7.254820e+02	  4.226820e+02	 -7.839600e+02	 -2.039600e+00	  4.026670e+01	  8.532770e+02	 -1.212450e+02	 -8.778000e+02	 -3.074330e-01
  3.7500	  9.883720e+03	 -2.571970e+03	 -2.327270e+03	  3.494370e+03	  1.605690e+02	 -8.291740e+02	  8.801930e+01	 -4.371900e+03	  1.823930e+03	  9.562120e+01	 -4.301420e+02	  4.912700e+02	  2.070180e+03	 -2.071990e+03	 -3.344930e+03	  2.648290e+03	  5.878490e+02	 -1.595810e+03	  7.688880e+01	 -2.852470e+03	  1.980510e+03	  3.378110e+02	 -1.148890e+03	  1.044130e+03	  8.296980e+02	  1.711870e+03	 -1.191040e+03	 -9.087800e+01	  7.355850e+02	 -3.456170e+02	  1.574850e+03	 -1.132300e+03	  3.918330e+01	  4.633560e+02	 -4.427310e+02	 -9.231710e+02	  5.486770e+02	  3.045390e+02	 -5.372910e+02	  1.272780e+01	  7.732750e+00	  5.754230e+02	 -8.958710e+01	 -5.504080e+02	  7.230840e+00
  3.8750	  7.975000e+03	 -2.086550e+03	 -1.748930e+03	  2.805940e+03	  1.078400e+02	 -6.168880e+02	  6.221630e+01	 -3.507370e+03	  1.412470e+03	  6.743290e+01	 -3.130270e+02	  3.599470e+02	  1.627290e+03	 -1.687020e+03	 -2.706000e+03	  1.984460e+03	  4.250070e+02	 -1.146500e+03	  6.569380e+01	 -2.166540e+03	  1.466370e+03	  2.227830e+02	 -8.094560e+02	  7.429950e+02	  6.916390e+02	  1.406620e+03	 -9.000510e+02	 -8.148420e+01	  5.298320e+02	 -2.415290e+02	  1.204060e+03	 -8.319410e+02	  1.900620e+01	  3.279290e+02	 -3.184160e+02	 -7.346140e+02	  4.179870e+02	  2.240200e+02	 -3.730350e+02	  2.095170e+01	 -1.334050e+01	  3.975960e+02	 -6.606230e+01	 -3.537150e+02	  1.145750e+01
  4.0000	  6.414470e+03	 -1.691880e+03	 -1.298860e+03	  2.251160e+03	  6.759560e+01	 -4.600340e+02	  4.379430e+01	 -2.812810e+03	  1.100240e+03	  4.665400e+01	 -2.274050e+02	  2.634460e+02	  1.277160e+03	 -1.387230e+03	 -2.207910e+03	  1.502880e+03	  3.127350e+02	 -8.277040e+02	  5.611800e+01	 -1.662770e+03	  1.094520e+03	  1.511760e+02	 -5.713480e+02	  5.293010e+02	  5.815960e+02	  1.164750e+03	 -6.926710e+02	 -7.188020e+01	  3.875320e+02	 -1.695480e+02	  9.332060e+02	 -6.219050e+02	  6.829820e+00	  2.340920e+02	 -2.309830e+02	 -5.875350e+02	  3.209470e+02	  1.682960e+02	 -2.624410e+02	  2.494530e+01	 -2.629260e+01	  2.815910e+02	 -4.861310e+01	 -2.332940e+02	  1.344520e+01
  4.1250	  5.142040e+03	 -1.371100e+03	 -9.504690e+02	  1.804280e+03	  3.747060e+01	 -3.440330e+02	  3.068320e+01	 -2.254850e+03	  8.616960e+02	  3.148660e+01	 -1.649920e+02	  1.927640e+02	  1.000510e+03	 -1.151770e+03	 -1.816550e+03	  1.151250e+03	  2.340480e+02	 -6.013990e+02	  4.792780e+01	 -1.290180e+03	  8.246490e+02	  1.053670e+02	 -4.045860e+02	  3.779380e+02	  4.931420e+02	  9.716010e+02	 -5.417800e+02	 -6.264400e+01	  2.879580e+02	 -1.197800e+02	  7.325960e+02	 -4.728130e+02	 -2.280400e-01	  1.688580e+02	 -1.692680e+02	 -4.724500e+02	  2.485330e+02	  1.290620e+02	 -1.871410e+02	  2.626150e+01	 -3.356190e+01	  2.043500e+02	 -3.569910e+01	 -1.580040e+02	  1.396010e+01
